,home_id,year,market_val,assessed_val,,,,,
0,2,2019,357000,323379,1.10396779,,,1.10396779,0.042956402
1,4,2017,645000,335368,1.923260418,,,1.923260418,0.284038094
2,6,2014,449900,379370,1.185913488,,,1.185913488,0.074053009
3,6,2014,475000,379370,1.25207581,,,1.25207581,0.097630625
4,15,2019,14900000,5096400,2.923632368,,,2.923632368,0.465922761
5,15,2013,9700000,4709143,2.059822775,,,2.059822775,0.313829856
6,21,2010,257000,263021,0.977108292,,,0.977108292,-0.010057301
7,22,2010,1250000,950000,1.315789474,,,1.315789474,0.119186408
8,24,2017,225000,175039,1.285427819,,,1.285427819,0.109047695
9,27,2013,438000,416009,1.052861837,,,1.052861837,0.022371384
10,27,2012,435000,378190,1.1502155,,,1.1502155,0.060779216
11,27,2011,474388,378190,1.254364208,,,1.254364208,0.098423654
12,29,2018,219950,168687,1.303894195,,,1.303894195,0.115242352
13,33,2019,273000,219096,1.246029138,,,1.246029138,0.095528198
14,33,2013,154200,112157,1.374858457,,,1.374858457,0.13825799
15,37,2017,229900,199108,1.154649738,,,1.154649738,0.062450261
16,38,2012,175000,181592,0.963698841,,,0.963698841,-0.016058663
17,42,2014,775000,705631,1.098307756,,,1.098307756,0.04072405
18,42,2010,629000,630517,0.997594038,,,0.997594038,-0.001046155
19,45,2018,287000,268841,1.067545501,,,1.067545501,0.028386395
20,45,2014,243050,55361,4.390274742,,,4.390274742,0.642491699
21,46,2010,399000,278368,1.433354409,,,1.433354409,0.156353587
22,50,2018,499997,524376,0.953508551,,,0.953508551,-0.020675408
23,51,2010,329000,305186,1.078031102,,,1.078031102,0.032631291
24,52,2010,1299,207293,0.006266492,,,1.264118729,0.101787866
25,52,2010,1499,207293,0.00723131,,,1.634741346,0.213449047
26,53,2017,415000,372000,1.115591398,,,0.86671058,-0.062125902
27,53,2014,385000,304560,1.264118729,,,2,0.301029996
28,54,2013,740000,452671,1.634741346,,,1.3,0.113943352
29,55,2018,325000,374981,0.86671058,,,1.424642857,0.153706005
30,56,2019,60000,30000,2,,,1.293661061,0.111820506
31,56,2015,39000,30000,1.3,,,1.07206262,0.030220154
32,60,2015,398900,280000,1.424642857,,,1.431225832,0.155708166
33,60,2014,305000,235765,1.293661061,,,0.951271688,-0.021695429
34,62,2019,375000,349793,1.07206262,,,1.159623389,0.064316966
35,62,2009,285000,199130,1.431225832,,,1.031759632,0.013578532
36,63,2009,1799,249320,0.007215627,,,1.142432811,0.057830668
37,66,2011,205000,215501,0.951271688,,,1.374633431,0.138186902
38,66,2010,249900,215501,1.159623389,,,1.297613793,0.113145453
39,67,2013,289000,280104,1.031759632,,,1.061250333,0.025817839
40,67,2011,320000,280104,1.142432811,,,1.80756808,0.257094664
41,71,2019,2250000,1636800,1.374633431,,,2.000048335,0.301040491
42,82,2012,199900,154052,1.297613793,,,0.841338694,-0.075029137
43,83,2009,147500,138987,1.061250333,,,1.852300271,0.26771139
44,84,2017,2257000,1248639,1.80756808,,,1.690665542,0.228057701
45,84,2016,2400000,1199971,2.000048335,,,1.71331357,0.233836855
46,85,2011,122000,145007,0.841338694,,,2.111513085,0.324593777
47,87,2019,5500000,2969281,1.852300271,,,1.363291546,0.134588742
48,87,2017,6900000,4081233,1.690665542,,,0.84376793,-0.073776985
49,89,2016,269900,157531,1.71331357,,,1.319433781,0.120387599
50,89,2014,274900,130191,2.111513085,,,1.007275769,0.003148387
51,90,2019,224999,165041,1.363291546,,,1.938872634,0.287549281
52,90,2013,75000,88887,0.84376793,,,0.703511932,-0.152728533
53,92,2016,232000,175833,1.319433781,,,1.00579337,0.002508768
54,92,2012,112000,111191,1.007275769,,,0.991093418,-0.003885408
55,97,2019,495000,255303,1.938872634,,,1.152425693,0.061612932
56,97,2013,100000,142144,0.703511932,,,1.152425693,0.061612932
57,97,2010,150000,149136,1.00579337,,,2.423494295,0.384442002
58,98,2011,299000,301687,0.991093418,,,1.602980016,0.204928108
59,99,2013,279900,242879,1.152425693,,,1.166662242,0.066945143
60,99,2013,279900,242879,1.152425693,,,1.252139428,0.097652691
61,102,2018,695000,286776,2.423494295,,,1.252139428,0.097652691
62,106,2016,210000,131006,1.602980016,,,0.937734434,-0.027920136
63,108,2016,835000,715717,1.166662242,,,1.110780114,0.045628096
64,109,2020,299950,239550,1.252139428,,,1.289697716,0.110487931
65,109,2020,299950,239550,1.252139428,,,1.684211597,0.226396653
66,111,2019,2750000,2932600,0.937734434,,,1.091011326,0.037829259
67,111,2016,3725000,3353499,1.110780114,,,1.260989668,0.100711528
68,111,2015,4325000,3353499,1.289697716,,,1.245467388,0.09533236
69,111,2014,5300000,3146873,1.684211597,,,0.961277328,-0.017151301
70,114,2017,260000,238311,1.091011326,,,0.69885742,-0.155611419
71,114,2013,189900,150596,1.260989668,,,0.753115261,-0.123138552
72,115,2018,350000,281019,1.245467388,,,0.878634471,-0.056191762
73,115,2010,169900,176744,0.961277328,,,1.515445331,0.180540274
74,117,2019,2700000,3863449,0.69885742,,,3.186702301,0.503341494
75,117,2018,3000000,3983454,0.753115261,,,1.048761698,0.020676818
76,117,2018,3500000,3983454,0.878634471,,,0.998283987,-0.000745895
77,117,2016,5150000,3398341,1.515445331,,,1.007658202,0.003313244
78,117,2014,8950000,2808546,3.186702301,,,1.199663518,0.079059452
79,119,2015,275000,262214,1.048761698,,,1.208933101,0.082402269
80,119,2010,219900,220278,0.998283987,,,1.329825871,0.123794778
81,122,2010,210000,208404,1.007658202,,,1.106190423,0.043829894
82,127,2018,474900,395861,1.199663518,,,0.996642252,-0.001460705
83,128,2015,1190000,984339,1.208933101,,,0.996642252,-0.001460705
84,128,2014,1190000,894854,1.329825871,,,0.996642252,-0.001460705
85,128,2009,974900,881313,1.106190423,,,1.033132748,0.014156128
86,129,2016,2600,374992,0.006933481,,,1.177157263,0.070834487
87,131,2019,279900,280843,0.996642252,,,1.177157263,0.070834487
88,131,2019,279900,280843,0.996642252,,,1.044095201,0.0187401
89,131,2019,279900,280843,0.996642252,,,1.044095201,0.0187401
90,131,2018,285000,275860,1.033132748,,,0.587653779,-0.230878467
91,131,2015,240000,203881,1.177157263,,,0.897256087,-0.047083587
92,131,2015,240000,203881,1.177157263,,,0.897256087,-0.047083587
93,132,2018,498000,476968,1.044095201,,,0.97455333,-0.01119439
94,132,2018,498000,476968,1.044095201,,,1.532941944,0.185525707
95,133,2019,74900,127456,0.587653779,,,1.17036415,0.06832101
96,133,2010,49900,55614,0.897256087,,,1.103331418,0.042705985
97,133,2010,49900,55614,0.897256087,,,1.341278814,0.127519065
98,134,2019,360000,369400,0.97455333,,,2.634296353,0.420664631
99,134,2014,329000,214620,1.532941944,,,2.634296353,0.420664631
100,135,2018,945000,807441,1.17036415,,,2.727362719,0.4357429
101,138,2018,339900,308067,1.103331418,,,1.431386087,0.155756792
102,143,2017,350000,260945,1.341278814,,,1.225980516,0.088483568
103,144,2009,699000,265346,2.634296353,,,1.039748084,0.016928129
104,144,2009,699000,265346,2.634296353,,,1.153435797,0.061993426
105,144,2007,799000,292957,2.727362719,,,1.092009297,0.038226336
106,145,2017,425000,296915,1.431386087,,,1.151515152,0.061269657
107,145,2016,319900,260934,1.225980516,,,1.290302562,0.11069156
108,148,2019,525000,504930,1.039748084,,,1.331416411,0.124313906
109,148,2011,400000,346790,1.153435797,,,1.37178792,0.137286974
110,150,2019,163500,149724,1.092009297,,,1.12906868,0.05272036
111,151,2019,95000,82500,1.151515152,,,1.165982369,0.066691983
112,156,2014,3600,554136,0.0064966,,,1.187614787,0.074675596
113,157,2016,499000,386731,1.290302562,,,1.038321703,0.016331932
114,157,2016,514900,386731,1.331416411,,,1.361641714,0.134062848
115,157,2009,414900,302452,1.37178792,,,1.201591683,0.079756914
116,167,2017,350000,309990,1.12906868,,,1.04727708,0.020061599
117,167,2015,305000,261582,1.165982369,,,1.078149621,0.032679035
118,168,2014,1550000,1305137,1.187614787,,,1.143005455,0.058048303
119,172,2018,219333,211238,1.038321703,,,0.956402421,-0.019359333
120,179,2011,189900,139464,1.361641714,,,1.204013982,0.08063153
121,181,2017,353000,293777,1.201591683,,,1.169196924,0.067887664
122,182,2019,175000,167100,1.04727708,,,0.921902561,-0.035314979
123,184,2019,299000,277327,1.078149621,,,2.137066075,0.32981795
124,184,2015,229000,200349,1.143005455,,,1.347920245,0.129664196
125,185,2011,279500,292241,0.956402421,,,1.343425143,0.128213472
126,186,2013,399900,332139,1.204013982,,,1.153096995,0.06186584
127,186,2011,369900,316371,1.169196924,,,1.36920741,0.136469241
128,192,2009,150000,162707,0.921902561,,,1.430295125,0.155425658
129,195,2010,1600000,748690,2.137066075,,,1.621984163,0.210046609
130,197,2016,180500,133910,1.347920245,,,9.964768365,0.998467208
131,198,2016,500000,372183,1.343425143,,,2.203118537,0.343037865
132,199,2018,3195000,2770799,1.153096995,,,0.374200827,-0.426895257
133,199,2017,3250000,2373636,1.36920741,,,0.374200827,-0.426895257
134,199,2016,3395000,2373636,1.430295125,,,0.264871613,-0.576964583
135,199,2015,3850000,2373636,1.621984163,,,0.264871613,-0.576964583
136,201,2013,1895000,190170,9.964768365,,,0.501134079,-0.300046063
137,202,2013,245000,111206,2.203118537,,,0.587885006,-0.230707616
138,203,2017,199000,531800,0.374200827,,,0.295178645,-0.529915065
139,203,2017,199000,531800,0.374200827,,,0.245464347,-0.610011579
140,203,2011,109900,414918,0.264871613,,,0.329020333,-0.482777263
141,203,2011,109900,414918,0.264871613,,,7.857142857,0.895264649
142,204,2016,595000,1187307,0.501134079,,,2.056130142,0.3130506
143,207,2019,309990,527297,0.587885006,,,2.056130142,0.3130506
144,214,2019,95000,321839,0.295178645,,,0.848597513,-0.071298245
145,214,2019,79000,321839,0.245464347,,,0.931807567,-0.030673767
146,214,2018,89000,270500,0.329020333,,,11.5584793,1.0629007
147,215,2013,275000,35000,7.857142857,,,8.086186306,0.907743743
148,216,2018,465000,226153,2.056130142,,,5.720061632,0.757400708
149,216,2018,465000,226153,2.056130142,,,4.622276269,0.664855899
150,218,2014,189900,223781,0.848597513,,,0.491483718,-0.308490865
151,219,2019,399000,428200,0.931807567,,,0.333746199,-0.476583672
152,223,2016,875000,75702,11.5584793,,,0.333746199,-0.476583672
153,224,2019,1950000,241152,8.086186306,,,1.043569618,0.018521427
154,224,2015,987500,172638,5.720061632,,,2.113954751,0.325095687
155,224,2010,745000,161176,4.622276269,,,0.787974959,-0.103487584
156,226,2019,309995,630733,0.491483718,,,1.097325452,0.040335453
157,226,2017,224995,674150,0.333746199,,,0.771938617,-0.112417233
158,226,2017,224995,674150,0.333746199,,,0.839537812,-0.075959739
159,229,2019,445000,426421,1.043569618,,,2.745566717,0.438632002
160,238,2019,291990,138125,2.113954751,,,2.674735502,0.427280842
161,239,2018,145000,184016,0.787974959,,,10.17273888,1.007437897
162,239,2016,150000,136696,1.097325452,,,3.39363587,0.530665242
163,240,2019,191000,247429,0.771938617,,,1.682049803,0.22583885
164,240,2018,190000,226315,0.839537812,,,0.511677205,-0.29100393
165,241,2017,340000,123836,2.745566717,,,1.147043211,0.059579779
166,244,2016,899000,336108,2.674735502,,,0.078804286,-1.10345016
167,248,2015,669000,65764,10.17273888,,,1.041263432,0.017560617
168,250,2011,624429,184000,3.39363587,,,1.859980656,0.269508428
169,253,2011,349900,208020,1.682049803,,,1.859980656,0.269508428
170,254,2013,238000,465137,0.511677205,,,2.003056091,0.301693111
171,258,2019,254990,222302,1.147043211,,,0.33053246,-0.480785884
172,259,2018,229900,2917354,0.078804286,,,4.1210466,0.615007525
173,270,2017,425000,408158,1.041263432,,,4.928571429,0.692721055
174,275,2018,650000,349466,1.859980656,,,4.928571429,0.692721055
175,275,2018,650000,349466,1.859980656,,,4.830451164,0.683987696
176,275,2018,700000,349466,2.003056091,,,1.230791723,0.090184567
177,280,2011,164900,498892,0.33053246,,,0.904744973,-0.043473821
178,281,2015,845000,205045,4.1210466,,,0.636888337,-0.195936704
179,281,2014,759000,154000,4.928571429,,,0.698484848,-0.15584301
180,281,2014,759000,154000,4.928571429,,,0.626012188,-0.203417211
181,285,2011,950000,196669,4.830451164,,,0.655333333,-0.183537741
182,287,2018,319900,259914,1.230791723,,,0.566551198,-0.246760838
183,288,2013,229000,253110,0.904744973,,,0.957326263,-0.018940027
184,289,2018,384999,604500,0.636888337,,,1.745680318,0.241964715
185,289,2017,414900,594000,0.698484848,,,1.963906582,0.293120826
186,289,2016,374950,598950,0.626012188,,,1.905816243,0.280081024
187,289,2013,294900,450000,0.655333333,,,2.21260349,0.344903593
188,305,2016,595000,1050214,0.566551198,,,23.04626581,1.362600567
189,305,2010,599000,625701,0.957326263,,,2.497243004,0.397460805
190,306,2019,1245000,713189,1.745680318,,,2.497243004,0.397460805
191,306,2018,1295000,659400,1.963906582,,,2.497243004,0.397460805
192,306,2015,1088000,570884,1.905816243,,,2.61596548,0.417632009
193,306,2008,749900,338922,2.21260349,,,2.831823841,0.452066234
194,307,2013,665000,28855,23.04626581,,,1.938593383,0.287486726
195,308,2017,649900,260247,2.497243004,,,1.988729419,0.298575698
196,308,2017,649900,260247,2.497243004,,,13.56051179,1.132276081
197,308,2017,649900,260247,2.497243004,,,13.56051179,1.132276081
198,308,2016,679000,259560,2.61596548,,,0.164458878,-0.783942676
199,309,2013,232000,81926,2.831823841,,,0.136760541,-0.86403919
200,311,2018,580000,299186,1.938593383,,,0.197156952,-0.705187904
201,311,2018,595000,299186,1.988729419,,,0.72450109,-0.139960957
202,315,2020,4250000,313410,13.56051179,,,1.053246192,0.022529898
203,315,2020,4250000,313410,13.56051179,,,0.087028215,-1.060339923
204,325,2019,95000,577652,0.164458878,,,4.090290235,0.611754125
205,325,2019,79000,577652,0.136760541,,,5.507153793,0.740927205
206,325,2018,89000,451417,0.197156952,,,5.181851585,0.71448497
207,328,2017,149900,206901,0.72450109,,,5.426237681,0.734498813
208,332,2020,321990,305712,1.053246192,,,4.354449155,0.638933224
209,335,2019,299990,3447043,0.087028215,,,0.636407606,-0.196264638
210,336,2019,4200000,1026822,4.090290235,,,0.494556191,-0.305784357
211,336,2013,4000000,726328,5.507153793,,,0.507170496,-0.294846019
212,336,2009,3300000,636838,5.181851585,,,0.537004054,-0.270022435
213,337,2012,849000,156462,5.426237681,,,1.821592459,0.26045122
214,337,2010,869000,199566,4.354449155,,,0.472404676,-0.325685812
215,344,2017,325000,510679,0.636407606,,,0.26170567,-0.582186868
216,352,2019,335000,677375,0.494556191,,,0.26170567,-0.582186868
217,352,2018,340000,670386,0.507170496,,,0.26170567,-0.582186868
218,352,2018,360000,670386,0.537004054,,,1.577103979,0.197860327
219,355,2010,470000,258016,1.821592459,,,1.512436975,0.179677286
220,360,2019,279990,592691,0.472404676,,,3.677414836,0.565542624
221,365,2018,139900,534570,0.26170567,,,3.677414836,0.565542624
222,365,2018,139900,534570,0.26170567,,,15.12709803,1.179755621
223,365,2018,139900,534570,0.26170567,,,4.70732224,0.672773929
224,367,2016,1019000,646121,1.577103979,,,0.34965035,-0.456366033
225,367,2014,899900,595000,1.512436975,,,0.825520276,-0.083272255
226,370,2019,945000,256974,3.677414836,,,14.65474416,1.165978241
227,370,2019,945000,256974,3.677414836,,,1.892170247,0.276960209
228,370,2018,995000,65776,15.12709803,,,0.87657784,-0.057209513
229,373,2018,1600000,339896,4.70732224,,,1.042416891,0.01804144
230,378,2019,450000,1287000,0.34965035,,,0.713077583,-0.146863216
231,383,2019,296990,359761,0.825520276,,,0.828602051,-0.081653996
232,385,2019,5900000,402600,14.65474416,,,0.828602051,-0.081653996
233,390,2019,395000,208755,1.892170247,,,0.936018957,-0.028715355
234,395,2019,185000,211048,0.87657784,,,0.660991076,-0.179804404
235,395,2019,220000,211048,1.042416891,,,0.68868921,-0.161976721
236,399,2019,319990,448745,0.713077583,,,1.519383386,0.181667373
237,410,2018,385000,464638,0.828602051,,,3.76,0.575187845
238,410,2018,385000,464638,0.828602051,,,5.444211241,0.735934968
239,410,2017,395000,422000,0.936018957,,,1.226882176,0.088802857
240,413,2019,740000,1119531,0.660991076,,,0.597188534,-0.22388854
241,413,2017,740000,1074505,0.68868921,,,0.60311968,-0.2195965
242,413,2011,439000,288933,1.519383386,,,4.022066809,0.60444928
243,419,2017,282000,75000,3.76,,,1.274756311,0.105427171
244,428,2019,1795000,329708,5.444211241,,,0.733563682,-0.134562178
245,430,2017,310000,252673,1.226882176,,,0.780128565,-0.10783382
246,434,2019,324990,544200,0.597188534,,,1.465562482,0.166004339
247,439,2014,525000,870474,0.60311968,,,1.181848218,0.072561705
248,442,2014,396250,98519,4.022066809,,,10.83010464,1.034632653
249,458,2016,399000,313001,1.274756311,,,0.547937416,-0.261269043
250,459,2014,245000,333986,0.733563682,,,4.659902292,0.668376811
251,459,2012,225000,288414,0.780128565,,,2.26474476,0.355019263
252,465,2009,229000,156254,1.465562482,,,52.075,1.716629279
253,466,2018,389900,329907,1.181848218,,,12.74,1.105169428
254,472,2018,355000,32779,10.83010464,,,16.42105263,1.215400993
255,477,2010,134900,246196,0.547937416,,,0.809042943,-0.092028426
256,480,2019,310000,66525,4.659902292,,,0.296255828,-0.528333097
257,480,2011,179900,79435,2.26474476,,,10.87272727,1.036338494
258,492,2019,624900,12000,52.075,,,10.89090909,1.037064133
259,501,2016,null,142801,#VALUE!,,,0.527148129,-0.278067331
260,507,2019,955500,75000,12.74,,,3.514642908,0.545881207
261,507,2015,780000,47500,16.42105263,,,6.379831933,0.804809238
262,509,2019,600000,741617,0.809042943,,,217.0542636,2.336568321
263,520,2018,295000,995761,0.296255828,,,0.192986029,-0.71447413
264,522,2015,598000,55000,10.87272727,,,0.578924032,-0.237378422
265,522,2014,599000,55000,10.89090909,,,0.14493791,-0.838818004
266,524,2009,59000,111923,0.527148129,,,78.39144821,1.894268688
267,533,2018,815000,231887,3.514642908,,,81.44566047,1.91086795
268,538,2019,949000,148750,6.379831933,,,22.31943509,1.348683198
269,542,2019,2800000,12900,217.0542636,,,6.189587926,0.791661737
270,548,2019,283350,1468241,0.192986029,,,1.818181818,0.259637311
271,548,2019,850000,1468241,0.578924032,,,2.077922078,0.317629257
272,548,2018,245000,1690379,0.14493791,,,1.430187355,0.155392934
273,557,2012,3080000,39290,78.39144821,,,0.373615506,-0.427575107
274,557,2011,3200000,39290,81.44566047,,,1.120780591,0.049520601
275,576,2019,2949000,132127,22.31943509,,,0.784002252,-0.10568269
276,583,2019,5475000,884550,6.189587926,,,0.596488738,-0.224397752
277,593,2018,350000,192500,1.818181818,,,6.390839213,0.805557891
278,593,2018,400000,192500,2.077922078,,,4.841097568,0.684943836
279,607,2019,550000,384565,1.430187355,,,6.45628096,0.809982421
280,612,2019,283350,758400,0.373615506,,,6.326376122,0.801155008
281,612,2019,850000,758400,1.120780591,,,4.521676115,0.655299451
282,619,2017,389900,497320,0.784002252,,,0.649857031,-0.187182178
283,619,2009,289983,486150,0.596488738,,,1.186172616,0.074147894
284,620,2014,365000,57113,6.390839213,,,12.01298701,1.079651008
285,622,2013,434900,89835,4.841097568,,,2.615359018,0.417531314
286,622,2013,580000,89835,6.45628096,,,1.972528262,0.295023234
287,622,2011,585000,92470,6.326376122,,,3.259007746,0.513085393
288,639,2014,599000,132473,4.521676115,,,2.096243628,0.321441756
289,639,2010,75000,115410,0.649857031,,,2.213193428,0.345019372
290,640,2019,525000,442600,1.186172616,,,39.2363397,1.593688486
291,710,2018,1850000,154000,12.01298701,,,37.25281604,1.571159108
292,712,2019,1399000,534917,2.615359018,,,40.84110189,1.611097451
293,736,2019,357000,180986,1.972528262,,,44.96268097,1.652852199
294,738,2017,645000,197913,3.259007746,,,2.109306391,0.324139669
295,740,2014,449900,214622,2.096243628,,,0.452652544,-0.344235035
296,740,2014,475000,214622,2.213193428,,,1.243095809,0.094504602
297,749,2019,14900000,379750,39.2363397,,,1.784433078,0.251500265
298,749,2013,9700000,260383,37.25281604,,,,
299,749,2012,10900000,266888,40.84110189,,,4.185082639,0.184624408
300,749,2012,12000000,266888,44.96268097,,,,1.529763907
301,755,2010,257000,121841,2.109306391,,,,
302,758,2017,225000,497070,0.452652544,,,,
303,767,2019,273000,219613,1.243095809,,,,
304,767,2013,154200,86414,1.784433078,,,,